bus,cluster,foreign,medoid_idx
0,4,,
1,4,,
10,4,,
11,4,,
12,4,,
13,4,,
14,4,,
15,4,,
16,4,,
17,4,,
18,4,,
19,4,,
2,4,,
20,4,,
21,4,,
22,4,,
23,4,,
24,4,,
25,4,,
26,4,,
27,4,,
28,4,,
29,4,,
3,4,,
30,4,,
31,4,,
32,4,,
33,4,,
34,4,,
35,4,,
4,4,,
43775,0,43775,
43776,1,43776,
43777,2,43777,
43778,3,43778,
43779,5,43779,
43780,5,43780,
43781,6,43781,
43782,7,43782,
43783,7,43783,
43784,4,43784,
43785,8,43785,
43786,9,43786,
43787,10,43787,
43788,11,43788,
5,4,,
6,4,,
7,4,,
8,4,,
9,4,,
