bus_id,cluster,medoid_idx
47355,0,47575
47358,0,47575
47359,0,47575
47360,0,47575
47361,0,47575
47362,0,47575
47363,0,47575
47364,0,47575
47365,0,47575
47366,0,47575
47367,0,47575
47368,0,47575
47369,0,47575
47370,0,47575
47371,0,47575
47372,0,47575
47373,0,47575
47374,0,47575
47375,0,47575
47376,0,47575
47377,0,47575
47378,0,47575
47379,0,47575
47380,0,47575
47381,0,47575
47382,0,47575
47383,0,47575
47384,0,47575
47385,0,47575
47386,0,47575
47387,0,47575
47388,0,47575
47389,0,47575
47390,0,47575
47391,0,47575
47392,0,47575
47393,0,47575
47394,0,47575
47395,0,47575
47396,0,47575
47397,0,47575
47398,0,47575
47399,0,47575
47400,0,47575
47401,0,47575
47402,0,47575
47403,0,47575
47404,0,47575
47405,0,47575
47406,0,47575
47407,0,47575
47408,0,47575
47409,0,47575
47410,0,47575
47411,0,47575
47412,0,47575
47413,0,47575
47414,0,47575
47415,0,47575
47416,0,47575
47417,0,47575
47418,0,47575
47419,0,47575
47420,0,47575
47421,0,47575
47422,0,47575
47423,0,47575
47424,0,47575
47425,0,47575
47426,0,47575
47427,0,47575
47428,0,47575
47429,0,47575
47430,0,47575
47431,0,47575
47432,0,47575
47433,0,47575
47434,0,47575
47435,0,47575
47436,0,47575
47437,0,47575
47438,0,47575
47439,0,47575
47440,0,47575
47441,0,47575
47442,0,47575
47443,0,47575
47444,0,47575
47445,0,47575
47446,0,47575
47447,0,47575
47448,0,47575
47449,0,47575
47450,0,47575
47451,0,47575
47452,0,47575
47453,0,47575
47454,0,47575
47455,0,47575
47456,0,47575
47457,0,47575
47458,0,47575
47459,0,47575
47460,0,47575
47461,0,47575
47462,0,47575
47463,0,47575
47464,0,47575
47465,0,47575
47466,0,47575
47467,0,47575
47468,0,47575
47469,0,47575
47470,0,47575
47471,0,47575
47472,0,47575
47473,0,47575
47474,0,47575
47475,0,47575
47476,0,47575
47477,0,47575
47478,0,47575
47479,0,47575
47480,0,47575
47481,0,47575
47482,0,47575
47483,0,47575
47484,0,47575
47485,0,47575
47486,0,47575
47487,0,47575
47488,0,47575
47489,0,47575
47490,0,47575
47491,0,47575
47492,0,47575
47493,0,47575
47494,0,47575
47495,0,47575
47496,0,47575
47497,0,47575
47498,0,47575
47499,0,47575
47500,0,47575
47501,0,47575
47502,0,47575
47503,0,47575
47504,0,47575
47505,0,47575
47506,0,47575
47507,0,47575
47508,0,47575
47509,0,47575
47510,0,47575
47511,0,47575
47512,0,47575
47513,0,47575
47514,0,47575
47515,0,47575
47516,0,47575
47517,0,47575
47518,0,47575
47519,0,47575
47520,0,47575
