name,scn_name,bus,carrier,e_nom,e_nom_max,e_initial,capital_cost,e_nom_opt
41240 dsm,eGon2035,41240,dsm,6157.624433784916,inf,0.0,0.0,6157.624433784916
48639 CH4,eGon2035,48639,CH4,103258761.6825082,inf,35146786.306451686,0.0,103258761.6825082
48640 CH4,eGon2035,48640,CH4,7796579.6970679015,inf,3310672.7712993417,0.0,7796579.6970679015
48642 CH4,eGon2035,48642,CH4,16558557.363773989,inf,7000498.884554151,0.0,16558557.363773989
48643 CH4,eGon2035,48643,CH4,4467164.898,inf,2000913.986025061,0.0,4467164.898
48644 CH4,eGon2035,48644,CH4,110961282.95347735,inf,36891987.935123086,0.0,110961282.95347735
48645 CH4,eGon2035,48645,CH4,45093072.66459372,inf,18375025.747421477,0.0,45093072.66459372
48647 CH4,eGon2035,48647,CH4,98781272.36350779,inf,34348622.792512804,0.0,98781272.36350779
48649 CH4,eGon2035,48649,CH4,40085545.400267825,inf,16455063.876064751,0.0,40085545.400267825
48650 CH4,eGon2035,48650,CH4,3268835.936014453,inf,1485998.0878253437,0.0,3268835.936014453
48653 H2_underground,eGon2035,48653,H2_underground,2235.961860879797,8116755.156723482,378.4362997673104,5.032562307171483,2235.961860879797
63652 central_heat_store,eGon2035,63652,central_heat_store,1966.7564536499744,inf,1334.368317359888,2.105894851346997,1966.7564536499744
63927 central_heat_store,eGon2035,63927,central_heat_store,1241.2812951756569,inf,603.5432832812315,2.105894851346997,1241.2812951756569
63995 central_heat_store,eGon2035,63995,central_heat_store,1244.6416185331036,inf,611.3220816639812,2.105894851346997,1244.6416185331036
64017 central_heat_store,eGon2035,64017,central_heat_store,1241.6266522903713,inf,605.9678650908203,2.105894851346997,1241.6266522903713
64068 central_heat_store,eGon2035,64068,central_heat_store,1245.2139041234589,inf,611.8022247520192,2.105894851346997,1245.2139041234589
64231 central_heat_store,eGon2035,64231,central_heat_store,1242.6811798674387,inf,606.2721241898665,2.105894851346997,1242.6811798674387
64255 central_heat_store,eGon2035,64255,central_heat_store,1241.6200618674613,inf,604.2327322539732,2.105894851346997,1241.6200618674613
64407 central_heat_store,eGon2035,64407,central_heat_store,1246.5156892098892,inf,611.0965935731595,2.105894851346997,1246.5156892098892
64409 central_heat_store,eGon2035,64409,central_heat_store,1247.9046882169991,inf,614.4663064663941,2.105894851346997,1247.9046882169991
64424 central_heat_store,eGon2035,64424,central_heat_store,1248.908133246021,inf,623.8940825255321,2.105894851346997,1248.908133246021
64622 central_heat_store,eGon2035,64622,central_heat_store,1247.186042475268,inf,609.5978205451668,2.105894851346997,1247.186042475268
64627 central_heat_store,eGon2035,64627,central_heat_store,1242.7278558265286,inf,611.0071053399619,2.105894851346997,1242.7278558265286
64891 central_heat_store,eGon2035,64891,central_heat_store,1246.8489931896504,inf,615.056874414569,2.105894851346997,1246.8489931896504
65108 central_heat_store,eGon2035,65108,central_heat_store,1241.6555643690624,inf,606.9326270590216,2.105894851346997,1241.6555643690624
65115 central_heat_store,eGon2035,65115,central_heat_store,1254.900433134407,inf,657.2861321405061,2.105894851346997,1254.900433134407
65148 central_heat_store,eGon2035,65148,central_heat_store,1246.6286038310827,inf,615.7734439303573,2.105894851346997,1246.6286038310827
65177 central_heat_store,eGon2035,65177,central_heat_store,1243.2745942103907,inf,621.5174314364385,2.105894851346997,1243.2745942103907
65233 central_heat_store,eGon2035,65233,central_heat_store,1244.491234597327,inf,611.5897925464026,2.105894851346997,1244.491234597327
65446 central_heat_store,eGon2035,65446,central_heat_store,1264.6724842594047,inf,731.3768376282932,2.105894851346997,1264.6724842594047
65455 central_heat_store,eGon2035,65455,central_heat_store,1241.6106045104418,inf,603.5601996561887,2.105894851346997,1241.6106045104418
65459 central_heat_store,eGon2035,65459,central_heat_store,1243.0772481170309,inf,629.8783551308628,2.105894851346997,1243.0772481170309
65466 central_heat_store,eGon2035,65466,central_heat_store,1241.6006253530911,inf,602.1139255466687,2.105894851346997,1241.6006253530911
65491 central_heat_store,eGon2035,65491,central_heat_store,1241.486326056398,inf,602.3052189814497,2.105894851346997,1241.486326056398
65507 central_heat_store,eGon2035,65507,central_heat_store,1241.5892456920633,inf,604.5180652035016,2.105894851346997,1241.5892456920633
65517 central_heat_store,eGon2035,65517,central_heat_store,1241.6658032256612,inf,607.3988649621348,2.105894851346997,1241.6658032256612
65518 central_heat_store,eGon2035,65518,central_heat_store,1241.5558915223764,inf,601.7629896893744,2.105894851346997,1241.5558915223764
