name,scn_name,bus,carrier,p_set
72510 H2_hgv_load,eGon2035,72510,H2_hgv_load,0.0
72511 H2_for_industry,eGon2035,72511,H2_for_industry,0.0
72511 H2_hgv_load,eGon2035,72511,H2_hgv_load,0.0
72512 H2_for_industry,eGon2035,72512,H2_for_industry,0.0
72512 H2_hgv_load,eGon2035,72512,H2_hgv_load,0.0
72513 H2_for_industry,eGon2035,72513,H2_for_industry,0.0
72513 H2_hgv_load,eGon2035,72513,H2_hgv_load,0.0
72514 H2_for_industry,eGon2035,72514,H2_for_industry,0.0
72514 H2_hgv_load,eGon2035,72514,H2_hgv_load,0.0
72515 H2_for_industry,eGon2035,72515,H2_for_industry,0.0
72515 H2_hgv_load,eGon2035,72515,H2_hgv_load,0.0
72516 H2_for_industry,eGon2035,72516,H2_for_industry,0.0
72516 H2_hgv_load,eGon2035,72516,H2_hgv_load,0.0
72517 H2_for_industry,eGon2035,72517,H2_for_industry,0.0
72517 H2_hgv_load,eGon2035,72517,H2_hgv_load,0.0
72518 H2_for_industry,eGon2035,72518,H2_for_industry,0.0
72518 H2_hgv_load,eGon2035,72518,H2_hgv_load,0.0
72519 H2_for_industry,eGon2035,72519,H2_for_industry,0.0
72519 H2_hgv_load,eGon2035,72519,H2_hgv_load,0.0
72520 H2_for_industry,eGon2035,72520,H2_for_industry,0.0
72520 H2_hgv_load,eGon2035,72520,H2_hgv_load,0.0
72521 H2_for_industry,eGon2035,72521,H2_for_industry,0.0
72521 H2_hgv_load,eGon2035,72521,H2_hgv_load,0.0
72522 H2_for_industry,eGon2035,72522,H2_for_industry,0.0
72522 H2_hgv_load,eGon2035,72522,H2_hgv_load,0.0
72523 H2_for_industry,eGon2035,72523,H2_for_industry,0.0
72523 H2_hgv_load,eGon2035,72523,H2_hgv_load,0.0
72524 H2_for_industry,eGon2035,72524,H2_for_industry,0.0
72524 H2_hgv_load,eGon2035,72524,H2_hgv_load,0.0
72525 H2_for_industry,eGon2035,72525,H2_for_industry,0.0
72525 H2_hgv_load,eGon2035,72525,H2_hgv_load,0.0
72526 H2_for_industry,eGon2035,72526,H2_for_industry,0.0
72526 H2_hgv_load,eGon2035,72526,H2_hgv_load,0.0
72527 H2_for_industry,eGon2035,72527,H2_for_industry,0.0
72527 H2_hgv_load,eGon2035,72527,H2_hgv_load,0.0
72528 H2_for_industry,eGon2035,72528,H2_for_industry,0.0
72528 H2_hgv_load,eGon2035,72528,H2_hgv_load,0.0
72529 central_heat,eGon2035,72529,central_heat,0.0
72530 central_heat,eGon2035,72530,central_heat,0.0
72531 central_heat,eGon2035,72531,central_heat,0.0
72532 central_heat,eGon2035,72532,central_heat,0.0
72533 central_heat,eGon2035,72533,central_heat,0.0
72534 central_heat,eGon2035,72534,central_heat,0.0
72535 central_heat,eGon2035,72535,central_heat,0.0
72536 central_heat,eGon2035,72536,central_heat,0.0
72537 central_heat,eGon2035,72537,central_heat,0.0
72538 central_heat,eGon2035,72538,central_heat,0.0
72539 central_heat,eGon2035,72539,central_heat,0.0
72540 central_heat,eGon2035,72540,central_heat,0.0
72541 central_heat,eGon2035,72541,central_heat,0.0
72543 central_heat,eGon2035,72543,central_heat,0.0
72545 central_heat,eGon2035,72545,central_heat,0.0
72546 central_heat,eGon2035,72546,central_heat,0.0
72547 central_heat,eGon2035,72547,central_heat,0.0
72548 central_heat,eGon2035,72548,central_heat,0.0
72549 central_heat,eGon2035,72549,central_heat,0.0
72550 central_heat,eGon2035,72550,central_heat,0.0
72552 central_heat,eGon2035,72552,central_heat,0.0
72553 central_heat,eGon2035,72553,central_heat,0.0
72554 central_heat,eGon2035,72554,central_heat,0.0
72555 central_heat,eGon2035,72555,central_heat,0.0
72558 central_heat,eGon2035,72558,central_heat,0.0
72559 central_heat,eGon2035,72559,central_heat,0.0
72561 central_heat,eGon2035,72561,central_heat,0.0
72562 central_heat,eGon2035,72562,central_heat,0.0
72563 central_heat,eGon2035,72563,central_heat,0.0
72564 central_heat,eGon2035,72564,central_heat,0.0
72565 central_heat,eGon2035,72565,central_heat,0.0
72567 central_heat,eGon2035,72567,central_heat,0.0
72568 central_heat,eGon2035,72568,central_heat,0.0
72569 central_heat,eGon2035,72569,central_heat,0.0
72570 central_heat,eGon2035,72570,central_heat,0.0
72571 central_heat,eGon2035,72571,central_heat,0.0
72572 central_heat,eGon2035,72572,central_heat,0.0
72573 central_heat,eGon2035,72573,central_heat,0.0
72574 central_heat,eGon2035,72574,central_heat,0.0
72577 central_heat,eGon2035,72577,central_heat,0.0
72578 central_heat,eGon2035,72578,central_heat,0.0
72579 central_heat,eGon2035,72579,central_heat,0.0
72580 central_heat,eGon2035,72580,central_heat,0.0
72581 central_heat,eGon2035,72581,central_heat,0.0
72582 central_heat,eGon2035,72582,central_heat,0.0
72584 central_heat,eGon2035,72584,central_heat,0.0
72585 central_heat,eGon2035,72585,central_heat,0.0
72586 central_heat,eGon2035,72586,central_heat,0.0
72587 central_heat,eGon2035,72587,central_heat,0.0
72588 central_heat,eGon2035,72588,central_heat,0.0
72589 central_heat,eGon2035,72589,central_heat,0.0
72590 central_heat,eGon2035,72590,central_heat,0.0
72591 central_heat,eGon2035,72591,central_heat,0.0
72592 central_heat,eGon2035,72592,central_heat,0.0
72593 central_heat,eGon2035,72593,central_heat,0.0
72594 central_heat,eGon2035,72594,central_heat,0.0
72596 central_heat,eGon2035,72596,central_heat,0.0
72597 central_heat,eGon2035,72597,central_heat,0.0
72598 central_heat,eGon2035,72598,central_heat,0.0
72599 central_heat,eGon2035,72599,central_heat,0.0
72600 central_heat,eGon2035,72600,central_heat,0.0
72601 central_heat,eGon2035,72601,central_heat,0.0
72602 central_heat,eGon2035,72602,central_heat,0.0
72603 central_heat,eGon2035,72603,central_heat,0.0
72604 central_heat,eGon2035,72604,central_heat,0.0
72605 central_heat,eGon2035,72605,central_heat,0.0
72606 central_heat,eGon2035,72606,central_heat,0.0
72607 central_heat,eGon2035,72607,central_heat,0.0
72608 central_heat,eGon2035,72608,central_heat,0.0
72609 central_heat,eGon2035,72609,central_heat,0.0
72611 central_heat,eGon2035,72611,central_heat,0.0
72612 central_heat,eGon2035,72612,central_heat,0.0
72613 central_heat,eGon2035,72613,central_heat,0.0
72614 central_heat,eGon2035,72614,central_heat,0.0
72615 central_heat,eGon2035,72615,central_heat,0.0
72616 central_heat,eGon2035,72616,central_heat,0.0
72617 central_heat,eGon2035,72617,central_heat,0.0
72619 central_heat,eGon2035,72619,central_heat,0.0
72621 central_heat,eGon2035,72621,central_heat,0.0
72623 central_heat,eGon2035,72623,central_heat,0.0
72624 central_heat,eGon2035,72624,central_heat,0.0
72626 central_heat,eGon2035,72626,central_heat,0.0
72627 central_heat,eGon2035,72627,central_heat,0.0
72628 central_heat,eGon2035,72628,central_heat,0.0
72629 central_heat,eGon2035,72629,central_heat,0.0
72631 central_heat,eGon2035,72631,central_heat,0.0
72632 central_heat,eGon2035,72632,central_heat,0.0
72634 central_heat,eGon2035,72634,central_heat,0.0
72635 central_heat,eGon2035,72635,central_heat,0.0
72636 central_heat,eGon2035,72636,central_heat,0.0
72641 central_heat,eGon2035,72641,central_heat,0.0
72643 central_heat,eGon2035,72643,central_heat,0.0
72645 central_heat,eGon2035,72645,central_heat,0.0
72646 central_heat,eGon2035,72646,central_heat,0.0
72651 central_heat,eGon2035,72651,central_heat,0.0
72652 central_heat,eGon2035,72652,central_heat,0.0
72653 central_heat,eGon2035,72653,central_heat,0.0
72654 central_heat,eGon2035,72654,central_heat,0.0
72655 central_heat,eGon2035,72655,central_heat,0.0
72656 central_heat,eGon2035,72656,central_heat,0.0
72657 central_heat,eGon2035,72657,central_heat,0.0
72658 central_heat,eGon2035,72658,central_heat,0.0
72659 central_heat,eGon2035,72659,central_heat,0.0
72660 central_heat,eGon2035,72660,central_heat,0.0
72661 central_heat,eGon2035,72661,central_heat,0.0
72662 central_heat,eGon2035,72662,central_heat,0.0
72663 central_heat,eGon2035,72663,central_heat,0.0
72664 central_heat,eGon2035,72664,central_heat,0.0
72665 central_heat,eGon2035,72665,central_heat,0.0
72666 central_heat,eGon2035,72666,central_heat,0.0
72667 central_heat,eGon2035,72667,central_heat,0.0
72669 central_heat,eGon2035,72669,central_heat,0.0
72670 central_heat,eGon2035,72670,central_heat,0.0
72673 central_heat,eGon2035,72673,central_heat,0.0
72674 central_heat,eGon2035,72674,central_heat,0.0
72675 central_heat,eGon2035,72675,central_heat,0.0
72676 central_heat,eGon2035,72676,central_heat,0.0
72677 central_heat,eGon2035,72677,central_heat,0.0
72678 central_heat,eGon2035,72678,central_heat,0.0
72679 central_heat,eGon2035,72679,central_heat,0.0
72681 central_heat,eGon2035,72681,central_heat,0.0
72684 central_heat,eGon2035,72684,central_heat,0.0
72685 central_heat,eGon2035,72685,central_heat,0.0
72686 central_heat,eGon2035,72686,central_heat,0.0
72687 central_heat,eGon2035,72687,central_heat,0.0
72688 central_heat,eGon2035,72688,central_heat,0.0
72689 central_heat,eGon2035,72689,central_heat,0.0
72695 central_heat,eGon2035,72695,central_heat,0.0
72697 central_heat,eGon2035,72697,central_heat,0.0
8 AC,eGon2035,8,AC,0.0
8 H2_for_industry,eGon2035,8,H2_for_industry,1694.1099472916665
9 AC,eGon2035,9,AC,0.0
