,41276 dsm,69914 battery_storage
0,0.2842481835859541,0.7980319510927004
1,0.2744592123903202,0.8031048275257698
2,0.2626255434779442,0.8081767377119795
3,0.25082120078824505,0.8130608320075834
4,0.24731278502875467,0.818072895229403
5,0.25427358842158054,0.8225772306798409
6,0.27515626263167586,0.8263784596161616
7,0.28511761386934775,0.8287883404894749
8,0.2937287692365725,0.8293461787573886
9,0.31711004650209806,0.8284814210765452
10,0.345855334478082,0.8258142138299234
11,0.3621449320069869,0.8232649653328893
12,0.3678267015632947,0.8222725676102474
13,0.36234482522507105,0.8222648968487634
14,0.3527387719457621,0.8217169584188135
15,0.3385862398357354,0.8208179802352347
16,0.3356731890317588,0.8206879997952871
17,0.35620329718540883,0.8204250323157465
18,0.39358326743750405,0.8201008122412627
19,0.4160612219680721,0.8196657500413396
20,0.40475959719645366,0.8196373668696901
21,0.368049408947544,0.8205514292273938
22,0.3322468167761795,0.8215676522971146
23,0.29631639448768904,0.8225175278125628
24,0.2842481835859541,0.8241317307660088
25,0.2744592123903202,0.8256310240215339
26,0.2626255434779442,0.82711236017836
27,0.25082120078824505,0.8285747525127697
28,0.24731278502875467,0.8300073990505783
29,0.25427358842158054,0.8311071390178922
30,0.27515626263167586,0.8320101694704425
31,0.28511761386934775,0.8328683291789303
32,0.2937287692365725,0.833073157965226
33,0.31711004650209806,0.8318900968629771
34,0.345855334478082,0.8272562857811163
35,0.3621449320069869,0.8231790753740573
36,0.3678267015632947,0.8198268291126029
37,0.36234482522507105,0.817412956488122
38,0.3527387719457621,0.8154697362457975
39,0.3385862398357354,0.8138507641593651
40,0.3356731890317588,0.81284075265591
41,0.35620329718540883,0.8125366174476023
42,0.39358326743750405,0.8126394141102049
43,0.4160612219680721,0.8133974422852103
44,0.40475959719645366,0.8147154982230028
45,0.368049408947544,0.8160403665046276
46,0.3322468167761795,0.8176876003498355
47,0.29631639448768904,0.8191649384435444
48,0.31358797907484204,0.8210190583019945
49,0.2954284703212944,0.822435619035027
50,0.28691294663598854,0.8239646869409772
51,0.2792377924603231,0.8254298030970298
52,0.27974017373285115,0.8266771697419582
53,0.292489776449023,0.8271531056271968
54,0.35900546761015567,0.8264425832030716
55,0.4988836045720503,0.8241033388817434
56,0.828607052386168,0.8215677273085881
57,0.9796935572734511,0.822459450674666
58,0.9910801467050179,0.8237083329552295
59,0.999951351354454,0.8252020776526334
60,0.9474438202004379,0.8263997935258914
61,0.822814579297619,0.8276072213914029
62,0.7678818168697575,0.8278605807336523
63,0.8172603270610826,0.82742073687105
64,0.7912801260810158,0.8264568101647346
65,0.7112330325519433,0.825822057999711
66,0.640181856203697,0.8254065026175259
67,0.565012075350609,0.8250172006978068
68,0.4986282995157537,0.8247283411074294
69,0.456227089522057,0.825658862559274
70,0.4161941699006102,0.8268558980380578
71,0.345256187851785,0.8284059756564692
72,0.31358797907484204,0.8299864847562716
73,0.2954284703212944,0.8315571268406737
74,0.28691294663598854,0.8331674546291197
75,0.2792377924603231,0.8346301250296785
76,0.27974017373285115,0.8359106104285321
77,0.292489776449023,0.8364114581275839
78,0.35900546761015567,0.8357753632437891
79,0.4988836045720503,0.8328452758671783
80,0.828607052386168,0.8291781890576329
81,0.9796935572734511,0.829609951607932
