,41240 dsm,69914 battery_storage
0,0.28306668105653093,0.7981364235066848
1,0.2732082286606881,0.8032035695688173
2,0.2612529260933221,0.808275340511138
3,0.2493284024357594,0.8131663258444555
4,0.2457827003904939,0.8181729064010573
5,0.25282048393505163,0.8226737633269328
6,0.2739436382669554,0.8264913283732516
7,0.2839494673748708,0.8289138558052742
8,0.2925237627578938,0.8294755306915566
9,0.3161466106002695,0.8285892535893841
10,0.34530830018680675,0.8259143495478612
11,0.36175248251098,0.823391500287406
12,0.36745176428035625,0.8224137609907893
13,0.3619702019866277,0.8224107474421268
14,0.35234541843219963,0.8218814126932383
15,0.33809622682883256,0.8209899642268279
16,0.3352151182422827,0.820886935143863
17,0.35590412503257757,0.8206336880889114
18,0.39350303019038735,0.8203144630028152
19,0.4162211636586888,0.8198885992149663
20,0.4048946606368158,0.8198657454579761
21,0.3678568394991488,0.8207585336785775
22,0.33162829315250575,0.8217516082101022
23,0.2952354397075764,0.8227027600705817
24,0.28306668105653093,0.8243168561331602
25,0.2732082286606881,0.8258280904301278
26,0.2612529260933221,0.8273118220963237
27,0.2493284024357594,0.8287670534351643
28,0.2457827003904939,0.830200901262336
29,0.25282048393505163,0.8312961082296352
30,0.2739436382669554,0.832198003998536
31,0.2839494673748708,0.833052656013956
32,0.2925237627578938,0.8332581103571816
33,0.3161466106002695,0.8320717900689472
34,0.34530830018680675,0.8274294018128026
35,0.36175248251098,0.8233459726427091
36,0.36745176428035625,0.8199754418075015
37,0.3619702019866277,0.8175321401176965
38,0.35234541843219963,0.815599528436453
39,0.33809622682883256,0.813997864429906
40,0.3352151182422827,0.8130004418287737
41,0.35590412503257757,0.812700932240249
42,0.39350303019038735,0.8127983777283232
43,0.4162211636586888,0.8135531203280871
44,0.4048946606368158,0.814875890452905
45,0.3678568394991488,0.8161968910298962
46,0.33162829315250575,0.8178394200646703
47,0.2952354397075764,0.819313888728918
48,0.31267529650811143,0.8211803299193379
49,0.29433253672687365,0.8225942510538587
50,0.2857302775911157,0.8241230008993213
51,0.277937980601618,0.825594834128496
52,0.2783804568747942,0.8268435558487535
53,0.2911851906524537,0.8273276980242302
54,0.35633486262025893,0.8266162723141267
55,0.496720481872611,0.8242883308786055
56,0.8273812812008092,0.8217463067523418
57,0.9791429413140005,0.8226485910996583
58,0.9908790654141494,0.8239219586126523
59,0.9999497600706655,0.8254140045867177
60,0.947243690277976,0.8266165839987483
61,0.8222960026827845,0.8278308854475904
62,0.7671331214833802,0.828051312801256
63,0.8167193522209052,0.8275823255406694
64,0.7908766441501417,0.8266019712140829
65,0.7107909307786825,0.8259765739153805
66,0.6398306630326608,0.8255900585500955
67,0.5645055638865508,0.8252109730045218
68,0.4977245839131863,0.824925365516403
69,0.4549617344947807,0.8258550398397436
70,0.4144839159850299,0.8270331308933793
71,0.34473860079009155,0.828564143822784
72,0.31267529650811143,0.8301428767331838
73,0.29433253672687365,0.8317135788121759
