,43776 coal,43777 nuclear,43778 coal,43778 lignite,43778 nuclear,43779 coal,43780 coal,43781 nuclear,43782 lignite,43783 coal,43783 nuclear,43785 nuclear,43787 coal,43787 lignite,43788 nuclear
245,0.1082023133003025,0.006279141644386961,0.10794383983750605,0.11797380629044094,0.002455331485677371,0.10841763817390958,0.1072780317200224,0.00029894554972593806,0.018526449359656635,0.10581811717180387,0.0023973937570189487,0.009363307631710475,0.11004078045790817,0.11812873922974822,0.010016165254525292
246,0.10821292560653316,0.005250033780601434,0.10794015684354674,0.11167643391558758,0.002000556699829558,0.10844567391233344,0.10738683491153095,0.0002199251593325791,0.026050726476497307,0.11061067190150754,1.466621370287464e-05,0.008086683301463336,0.11028849487428019,0.11118353886991844,0.0046393998995050405
247,0.10820374830169169,0.004280406062536841,0.10792536568774408,0.10787219964609815,0.001530558830866633,0.10843678544500084,0.10739125131035034,0.00015222581581034514,0.068099483791151,0.11845180594519569,5.075194795916756e-06,0.006979528583985412,0.11083771112299758,0.10733008122386391,0.0029778024000689895
248,0.1081984854949942,0.003969979270862607,0.1078850431416319,0.10704809072836637,0.0013664314067740194,0.10842324509259844,0.1073631948553547,0.00012551518502450324,0.16828827708442354,0.13066751938285556,3.2824441868078154e-06,0.006672589853418147,0.11102127878252088,0.1065360621393402,0.002367511367402231
249,0.10817419544147504,0.005117271128472704,0.10786205223951845,0.11003733409294926,0.001949416000046946,0.10842105004191686,0.10728647540658436,0.00017678627550963934,0.16996399362050607,0.14916520664469815,2.4839948643185846e-06,0.008169196593777343,0.11056066039049783,0.10982068872995461,0.0021676312989789568
250,0.10818705127864227,0.004524668203772327,0.10784562570869843,0.11107789481381145,0.0016268150824938173,0.10842339382015728,0.10721279455097488,0.0001418048706086411,0.005805738304702775,6.845000746861046e-05,2.0099354390504924e-06,0.007496149034487835,0.1101701475914359,0.1110154330512526,0.0018123054522007308
251,0.1081913283878154,0.003952461969269151,0.10783997017292095,0.11124225962841214,0.0013815510198282419,0.10844904597615405,0.10720857027078318,0.00011747729117230548,0.001363077837818597,1.609602962411255e-05,1.6959060457616416e-06,0.006739663413037337,0.10988774998439478,0.11124526654895936,0.0015632793369716653
252,0.10818303875450716,0.003534030891863692,0.1078426619429994,0.11106486708010492,0.001204830585880485,0.10846959734495977,0.1072169032256579,0.00010062094974544656,0.0006756557912666615,9.203709696676021e-06,1.4653029132542863e-06,0.006145373285371956,0.10962433371702826,0.11107848834174236,0.0014397521780855444
253,0.10817437629808366,0.0032179462940455663,0.10785373055209137,0.1108375103677792,0.001074826599285254,0.10847895012957283,0.10723376201155578,8.864861813643464e-05,0.00043196746333269866,6.680241060500946e-06,1.2875766692331402e-06,0.005672702709928722,0.1096686485587779,0.11088815427654657,0.0012846586291287369
254,0.10815350319080712,0.002953587756206699,0.10787378804065251,0.11069879839025762,0.0009685779042444234,0.10847356549327104,0.10725693493672755,7.887460566921364e-05,0.00031168421499313956,5.30995774092007e-06,1.1479250606409578e-06,0.005270354026017417,0.11025742509613295,0.11074368850807383,0.0011535072762351346
255,0.10814588982873455,0.002731435248823355,0.10789315953211467,0.11072591808762947,0.0008780724610531976,0.10847233130857188,0.1072683267802519,7.105373383196779e-05,0.00024125291097520582,4.3811233591171345e-06,1.0383077086869618e-06,0.004943054056321003,0.11113823192747108,0.1107364005261831,0.0010426032856395624
256,0.1081484936504446,0.0026594437210133506,0.10789816000317906,0.1108250112377813,0.000851690888124038,0.10849626563433588,0.1072754282668294,7.021021325663225e-05,0.00021449481781294174,3.905074852935432e-06,9.90850959563071e-07,0.004825527409951823,0.11117113270372968,0.1108339067251687,0.0010239617591040258
257,0.10814998452748573,0.0031534467686507818,0.10787260441106927,0.110907568629372,0.0010431729802188759,0.10850004609352677,0.10726701087063552,8.802432214999e-05,0.0002159095018280509,3.948204826693053e-06,1.064654292213417e-06,0.005620923798473701,0.11001010615796161,0.11098647093193777,0.001264343956429735
258,0.1081243692649243,0.004083320812205999,0.1078448545098824,0.1109514908926836,0.0014933198155962358,0.10849318441628805,0.10724005212418802,0.00013485378079900351,0.0002275173693768427,4.1463355426696735e-06,1.1775168849441268e-06,0.0070429052652026215,0.10880956021643526,0.11112248394088607,0.0018077540715597793
259,0.1081366742533838,0.005875840279390616,0.10781336781939319,0.11089146791195904,0.0026514468189276336,0.1084842747111604,0.10720143667409687,0.00029111597832996114,0.0002444977148574468,4.479247694189236e-06,1.326810260219563e-06,0.009601710518698332,0.10965544325654351,0.11108588747179551,0.003147803858571411
260,0.1081386052752874,0.010613340824446123,0.10779891643734749,0.11081100102424836,0.006165905756575111,0.10848082500769074,0.1071706206705954,0.0008202539423654947,0.00026686617665503954,4.806659030824381e-06,1.4586707996408604e-06,0.015139209167407354,0.11131710388321536,0.11093161456638356,0.006912835898633323
261,0.10814934073553227,0.054387160345133134,0.10779851874621556,0.11072569346131102,0.07492556091435454,0.10848265489115201,0.10715751428330579,0.01576999401330087,0.00029913984877339003,5.203929258310362e-06,1.6174180111570443e-06,0.03272326080664354,0.11190652188155041,0.11077865807207073,0.05973182321961641
262,0.10816727765352366,0.0839402910313248,0.10780887285955082,0.11065433936755951,0.15813814318882619,0.10848995747572088,0.10715942570695175,0.13842023029025097,0.0003512613984482481,5.891890296017298e-06,1.8711864976445114e-06,0.03767801788775887,0.11167646198395345,0.11061840029694536,0.06982495731186232
263,0.1081768274696584,0.018643320799797365,0.10782274709996392,0.11056600551549632,0.01207917621556349,0.1084797457175194,0.10716967229439456,0.0016422793640650734,0.00043972967676450585,7.006483507542225e-06,2.261467532938296e-06,0.022146279157212283,0.11120802391726274,0.11044301405750988,0.009301057237846671
264,0.1081678269844603,0.010662563553307825,0.10783991030080692,0.11054438171950644,0.005370879194615229,0.10846799106530966,0.10717638033713796,0.0006247413305597106,0.0006163923823387859,8.914668731609779e-06,2.869383113744094e-06,0.015543104854271274,0.11060236694287674,0.11037406733382649,0.004578233774829939
265,0.10816925958069408,0.007157609403051923,0.10784553451514862,0.11055989367877232,0.003056372499137165,0.10845917464687678,0.1071810209143963,0.00031751280035419925,0.001077992341022552,1.3775303994487755e-05,4.13805538436375e-06,0.011375535112191276,0.11032912422270773,0.11037633581491402,0.0028141235823652432
