,43776 coal,43777 nuclear,43778 coal,43778 lignite,43778 nuclear,43779 coal,43780 coal,43781 nuclear,43782 lignite,43783 coal,43783 nuclear,43785 nuclear,43787 coal,43787 lignite,43788 nuclear
0,0.0007486150003966471,0.007534919498043724,0.0017997331116770849,0.0002262286551334579,0.0016470036633113657,0.000936644077933951,0.0011883150666008558,0.6135508837656679,0.9940738879843776,0.9999289130839843,0.9999721142882043,0.017097143820951354,0.0001312765502249335,0.00022899164738131615,0.0012520306799201862
1,0.00029041214735059905,0.002828064656430544,0.0006966910553705316,6.238745183351355e-05,0.0002196283238430351,0.00029412845342151155,0.00039293177576563875,0.01093357685841687,0.0010996157277374046,1.4112271665575347e-05,5.571930149136783e-06,0.005856441514420991,5.520961426638241e-05,6.081654980975808e-05,0.0002505489389664647
2,0.0001835031139651186,0.001897102754148972,0.0004625394811765247,3.8746256539205824e-05,0.0001531268144225838,0.00020122797520576987,0.00025700920306586674,0.008110907851211584,0.0006521999392895958,9.154221293293966e-06,3.4830585155327216e-06,0.003764318204132266,3.5208800993726295e-05,3.612448654713842e-05,0.0001724931875445832
3,0.00016311520431584237,0.001623593084641663,0.000416642542365985,3.1469443940317206e-05,0.00013763817942255452,0.00018178509143479822,0.00024136078762612822,0.006254301670948261,0.00044889006528961407,7.656336823459761e-06,2.5989213149024486e-06,0.003229833765063587,3.0714650621085976e-05,2.7284911698198237e-05,0.0001462710925043428
4,0.00017266909415015747,0.0016035944233616936,0.0004294317906085728,2.968617451705925e-05,0.000143375359069817,0.00018375724663788427,0.00024667980501052653,0.01006053315602351,0.00035076385944779156,7.885642704892141e-06,2.4376794437418798e-06,0.003042848723811385,3.176254473557938e-05,2.6803215709850912e-05,0.0001429668949784671
5,0.00019795991049744707,0.0017091379772083337,0.00045657905148811887,3.0222029551885742e-05,0.00017488659349349943,0.00021752701304933507,0.0002926215668867814,0.019578904002326338,0.0003143579974717385,4.780301242476584e-05,2.902705421175161e-06,0.0030908393952429666,3.310094423945299e-05,3.1047874710544674e-05,0.00015535210181232646
6,0.0002007105503379039,0.0015606377275556287,0.0004654102658636629,3.344376359885516e-05,0.00023066860093824324,0.0002181469640176716,0.0002926326511602666,0.05944546600813095,0.00033926031881849014,8.076485150718952e-05,3.1515194851526365e-05,0.003666270641010767,3.2082122786992185e-05,3.976391473695858e-05,0.00019921669522412225
7,0.00020038834185107153,0.0016434079309683165,0.00046792908456145144,4.1852742900004214e-05,0.00023458988994732002,0.0002171376728605248,0.0002905547216876893,0.05632828758814201,0.014532038781182267,0.1160728688658452,4.405379268694871e-05,0.0037293585558667605,3.155931384030842e-05,3.702255801561452e-05,0.00020175357135887356
8,0.00020017069237173474,0.001710082742521883,0.0004689253056667885,4.200379099062856e-05,0.0002119885868849125,0.0002169352001575234,0.00028999971052193744,0.04146622850094474,0.006008845441633516,8.057052003405818e-05,3.609140279571623e-05,0.0037219959150011587,3.2378412036948276e-05,3.850533317458371e-05,0.0002004985887998359
9,0.00019996058795216292,0.001760940594394669,0.0004694101527890161,4.1859913890644205e-05,0.0002101814463212615,0.00021725095486231129,0.0002903250166656728,0.0358404571422378,0.003787248341498487,5.522031961982083e-05,2.8945354947233137e-05,0.00373461644940001,3.317093473345952e-05,3.8201571961020926e-05,0.00019776633832170788
