name,scn_name,bus,carrier,p_nom,p_min_pu,p_max_pu,marginal_cost,efficiency,committable,min_up_time,min_down_time,up_time_before,ramp_limit_start_up,ramp_limit_shut_down,e_nom_max,control,ramp_limit_up,weight,p_nom_opt
0 biomass,eGon2035,4,biomass,65.41411885076529,0.0,1.0,42.10715089370378,1.0,False,0,0,0,1.0,1.0,inf,Slack,,65.41411885076529,65.41411885076529
0 central_biomass_CHP,eGon2035,4,central_biomass_CHP,57.74959963449249,0.0,1.0,42.10741475382078,1.0,False,0,0,0,1.0,1.0,inf,PV,,57.74959963449249,57.74959963449249
0 industrial_biomass_CHP,eGon2035,4,industrial_biomass_CHP,69.5523142480014,0.0,1.0,42.10645515878161,1.0,False,0,0,0,1.0,1.0,inf,PV,,69.5523142480014,69.5523142480014
0 load shedding,,4,load shedding,81195496.06746437,0.0,1.0,10000.008496003797,1.0,False,0,0,1,1.0,1.0,0.0,PQ,,81195496.06746437,81195496.06746437
0 oil,eGon2035,4,oil,0.8,0.0,1.0,101.83531473285191,1.0,False,0,0,0,1.0,1.0,inf,PV,,0.8,0.8
0 others,eGon2035,4,others,232.76977841280006,0.0,1.0,0.005529320848285467,1.0,False,0,0,0,1.0,1.0,inf,PV,,232.76977841280006,232.76977841280006
0 reservoir,eGon2035,4,reservoir,32.842552411820556,0.0,0.6499999999999999,0.011545601192863136,0.9999999999999999,False,0,0,0,1.0,1.0,inf,PV,,32.842552411820556,32.842552411820556
0 run_of_river,eGon2035,4,run_of_river,0.7081144460485994,0.0,0.6499999999999999,0.008041562767310525,0.9999999999999998,False,0,0,0,1.0,1.0,inf,PV,,0.7081144460485994,0.7081144460485994
0 solar,eGon2035,4,solar,288.33699346528357,0.0,0.9999999999999999,0.018019060698463502,0.9999999999999999,False,0,0,0,1.0,1.0,inf,PV,,288.33699346528357,288.33699346528357
0 solar_rooftop,eGon2035,4,solar_rooftop,5936.290207874144,0.0,1.0,0.018466094573339153,1.0,False,0,0,0,1.0,1.0,inf,PV,,5936.290207874144,5936.290207874144
0 wind_onshore,eGon2035,4,wind_onshore,1887.3321087545285,0.0,1.0,1.3081596443105308,1.0,False,0,0,0,1.0,1.0,inf,PV,,1887.3321087545285,1887.3321087545285
1 biomass,eGon2035,4,biomass,10.622376121038734,0.0,1.0,42.10831036065763,1.0,False,0,0,0,1.0,1.0,inf,PV,,10.622376121038734,10.622376121038734
1 central_biomass_CHP,eGon2035,4,central_biomass_CHP,11.954018153364844,0.0,1.0,42.10679935823264,1.0,False,0,0,0,1.0,1.0,inf,PV,,11.954018153364844,11.954018153364844
1 industrial_biomass_CHP,eGon2035,4,industrial_biomass_CHP,132.12413009270006,0.0,1.0,42.10901828912265,1.0,False,0,0,0,1.0,1.0,inf,PV,,132.12413009270006,132.12413009270006
1 load shedding,,4,load shedding,37533767.05005428,0.0,0.9999999999999999,10000.007629014977,0.9999999999999999,False,0,0,1,1.0,1.0,0.0,PQ,,37533767.05005428,37533767.05005428
1 oil,eGon2035,4,oil,120.0,0.0,1.0,101.84737796381322,1.0,False,0,0,0,1.0,1.0,inf,PV,,120.0,120.0
1 run_of_river,eGon2035,4,run_of_river,0.07933019010466798,0.0,0.65,0.006899370794224405,1.0,False,0,0,0,1.0,1.0,inf,PV,,0.07933019010466798,0.07933019010466798
1 solar,eGon2035,4,solar,1507.9225651810277,0.0,1.0,0.018365988449211033,1.0,False,0,0,0,1.0,1.0,inf,PV,,1507.9225651810277,1507.9225651810277
1 solar_rooftop,eGon2035,4,solar_rooftop,1492.3254086872003,0.0,1.0,0.01770413668964119,1.0,False,0,0,0,1.0,1.0,inf,PV,,1492.3254086872003,1492.3254086872003
1 wind_onshore,eGon2035,4,wind_onshore,2828.060701292577,0.0,1.0,1.3080889234563156,1.0,False,0,0,0,1.0,1.0,inf,PV,,2828.060701292577,2828.060701292577
