,41240 dsm,69914 battery_storage
0,-0.3174050380945835,0.7875784098264852
1,-0.28306668105653093,0.7931181306217296
2,-0.2732082286606881,0.7980208467362997
3,-0.2612529260933221,0.8028831365971341
4,-0.2493284024357594,0.8076270638687884
5,-0.2457827003904939,0.8124538820680527
6,-0.25282048393505163,0.8165665756582479
7,-0.2739436382669554,0.8198545115826739
8,-0.2839494673748708,0.8202843217787096
9,-0.2925237627578938,0.8174139303104178
10,-0.3161466106002695,0.8134921178135271
11,-0.34530830018680675,0.8105199308463499
12,-0.36175248251098,0.8078235751399516
13,-0.36745176428035625,0.8056230852430522
14,-0.3619702019866277,0.8028240556741693
15,-0.35234541843219963,0.8006411328966733
16,-0.33809622682883256,0.7987414022047172
17,-0.3352151182422827,0.7970078563423386
18,-0.35590412503257757,0.7946894234806299
19,-0.39350303019038735,0.7930409902453105
20,-0.4162211636586888,0.7917085160760093
21,-0.4048946606368158,0.791247911276415
22,-0.3678568394991488,0.7911602119518266
23,-0.33162829315250575,0.7908985905422831
24,-0.2952354397075764,0.7908699753279204
25,-0.28306668105653093,0.7912101991598729
26,-0.2732082286606881,0.7922808798743561
27,-0.2612529260933221,0.7933483817925385
28,-0.2493284024357594,0.7945378343781093
29,-0.2457827003904939,0.7958228118796443
30,-0.25282048393505163,0.797025217226202
31,-0.2739436382669554,0.7981484332394777
32,-0.2839494673748708,0.7992332728957878
33,-0.2925237627578938,0.8009300436096921
34,-0.3161466106002695,0.8007433721542296
35,-0.34530830018680675,0.7997294367962069
36,-0.36175248251098,0.7979979107686135
37,-0.36745176428035625,0.7965364004775819
38,-0.3619702019866277,0.7949751937836649
39,-0.35234541843219963,0.7927112288079061
40,-0.33809622682883256,0.7908295440883735
41,-0.3352151182422827,0.7887931546535423
42,-0.35590412503257757,0.7867826730018472
43,-0.39350303019038735,0.7855191540883543
44,-0.4162211636586888,0.7846569288051525
45,-0.4048946606368158,0.7843534614138528
46,-0.3678568394991488,0.784536839775249
47,-0.33162829315250575,0.7850107473653638
48,-0.2952354397075764,0.7858516362598962
49,-0.31267529650811143,0.7871892326881521
50,-0.29433253672687365,0.7884582553057974
51,-0.2857302775911157,0.7898573591306361
52,-0.277937980601618,0.7912980935300202
53,-0.2783804568747942,0.7926315638993875
54,-0.2911851906524537,0.7933488270290003
55,-0.35633486262025893,0.792631264801798
56,-0.496720481872611,0.7911929229162474
57,-0.8273812812008092,0.7914429801176731
58,-0.9791429413140005,0.793197985248844
59,-0.9908790654141494,0.7954011853850613
60,-0.9999497600706655,0.7975677335612235
61,-0.947243690277976,0.7991303899878556
62,-0.8222960026827845,0.80024567096521
63,-0.7671331214833802,0.8004279468140691
64,-0.8167193522209052,0.7997471813909872
65,-0.7908766441501417,0.7990539521887526
66,-0.7107909307786825,0.7977883742378854
67,-0.6398306630326608,0.7959283716755858
68,-0.5645055638865508,0.79460486941259
69,-0.4977245839131863,0.7940210012972335
70,-0.4549617344947807,0.7937904108337215
71,-0.4144839159850299,0.7939480645565268
72,-0.34473860079009155,0.7945239762351124
73,-0.31267529650811143,0.7955459184950813
74,-0.29433253672687365,0.7967905530909092
75,-0.2857302775911157,0.7982415996700898
76,-0.277937980601618,0.7995980987209691
77,-0.2783804568747942,0.8010995495697646
